x,y
-85958,-230749.18
3668,12137.28
-15338,-39368.98
-81438,-218499.98
-60090,-160646.9
-93588,-251426.48
15106,43134.26
-85215,-228735.65
-98683,-265233.93
-3740,-7938.4
-61846,-165405.66
87365,238956.15
99094,270741.74
6396,19530.16
75426,206601.46
-57563,-153798.73
40289,111380.19
52729,145092.59
-35030,-92734.3
-2596,-4838.16
12582,36294.22
22871,64177.41
-76410,-204874.1
37063,102637.73
-26662,-70057.02
-1078,-724.38
32735,90908.85
-46510,-123845.1
-11785,-29740.35
32735,90908.85
-65209,-174519.39
-2175,-3697.25
95373,260657.83
-37869,-100427.99
85146,232942.66
-86282,-231627.22
44940,123984.4
-36497,-96709.87
70533,193341.43
-50884,-135698.64
-14994,-38436.74
-7619,-18450.49
-65463,-175207.73
60953,167379.63
56597,155574.87
-28241,-74336.11
-24579,-64412.09
64897,178067.87
95585,261232.35
-54314,-144993.94
-73383,-196670.93
94856,259256.76
39778,109995.38
-6244,-14724.24
49871,137347.41
-86647,-232616.37
99552,271982.92
19567,55223.57
2697,9505.87
62969,172842.99
26908,75117.68
-53380,-142462.8
57038,156769.98
9577,28150.67
17441,49462.11
79615,217953.65
-11913,-30087.23
69062,189355.02
23353,65483.63
35350,97995.5
-39172,-103959.12
-65373,-174963.83
-97193,-261196.03
80336,219907.56
-2794,-5374.74
-93191,-250350.61
26239,73304.69
-68330,-182977.3
-16650,-42924.5
-70231,-188129.01
32853,91228.63
-73505,-197001.55
-38313,-101631.23
93025,254294.75
28128,78423.88
-50146,-133698.66
-18618,-48257.78
98796,269934.16
30268,84223.28
63389,173981.19
10746,31318.66
-76159,-204193.89
-56009,-149587.39
-25047,-65680.37
36515,101152.65
-42128,-111969.88
-53791,-143576.61
63498,174276.58
-56343,-150492.53
-95200,-255795.0
-52325,-139603.75
22822,64044.62
30771,85586.41
45428,125306.88
12658,36500.18
-38228,-101400.88
-53148,-141834.08
54697,150425.87
-20367,-52997.57
80031,219081.01
56564,155485.44
58859,161704.89
41399,114388.29
58781,161493.51
-2441,-4418.11
-1232,-1141.72
81391,222766.61
90945,248657.95
-46485,-123777.35
-66871,-179023.41
1802,7080.42
-42608,-113270.68
26590,74255.9
-48679,-129723.09
-31308,-82647.68
-74287,-199120.77
92049,251649.79
-6579,-15632.09
81263,222419.73
97732,267050.72
3458,11568.18
-57684,-154126.64
85943,235102.53
62360,171192.6
15469,44117.99
-37523,-99490.33
-59201,-158237.71
12517,36118.07
73856,202346.76
11397,33082.87
56016,154000.36
91723,250766.33
-29148,-76794.08
-89635,-240713.85
17921,50762.91
-83672,-224554.12
19289,54470.19
3930,12847.3
95690,261516.9
10571,30844.41
19515,55082.65
-67121,-179700.91
-42178,-112105.38
-4478,-9938.38
46781,128973.51
-68602,-183714.42
87946,240530.66
-84916,-227925.36
50465,138957.15
-99440,-267285.4
72925,199823.75
74582,204314.22
-97878,-263052.38
-5739,-13355.69
47332,130466.72
58733,161363.43
-61944,-165671.24
-67764,-181443.44
-27870,-73330.7
30843,85781.53
41295,114106.45
-58364,-155969.44
29457,82025.47
-2256,-3916.76
-96183,-258458.93
-57051,-152411.21
-89641,-240730.11
66211,181628.81
-65038,-174055.98
-59383,-158730.93
-35561,-94173.31
35214,97626.94
-45792,-121899.32
97586,266655.06
15096,43107.16
-73667,-197440.57
82033,224506.43
-14308,-36577.68
-91554,-245914.34
-99523,-267510.33
16829,47803.59
25019,69998.49
-83780,-224846.8
-21398,-55791.58
-83507,-224106.97
32220,89513.2
-37877,-100449.67
32651,90681.21
2998,10321.58
-7984,-19439.64
46343,127786.53
-45677,-121587.67
91888,251213.48
10272,30034.12
-15514,-39845.94
17599,49890.29
40227,111212.17
84430,231002.3
82780,226530.8
-81583,-218892.93
-61512,-164500.52
1777,7012.67
88817,242891.07
-66710,-178587.1
-45044,-119872.24
17900,50706.0
67986,186439.06
73420,201165.2
31357,87174.47
34639,96068.69
56076,154162.96
-77095,-206730.45
-81696,-219199.16
35424,98196.04
-93653,-251602.63
-76672,-205584.12
-44131,-117398.01
-25514,-66945.94
55970,153875.7
-78453,-210410.63
91309,249644.39
59188,162596.48
-63197,-169066.87
80075,219200.25
-37676,-99904.96
-81175,-217787.25
99388,271538.48
1417,6037.07
59385,163130.35
83315,227980.65
48323,133152.33
99048,270617.08
54209,149103.39
-23809,-62325.39
26497,74003.87
-86989,-233543.19
-97240,-261323.4
11417,33137.07
64709,177558.39
-46831,-124715.01
85635,234267.85
-76609,-205413.39
-77470,-207746.7
90630,247804.3
68471,187753.41
-23731,-62114.01
4767,15115.57
47635,131287.85
24279,67993.09
-61787,-165245.77
-48421,-129023.91
39562,109410.02
-15733,-40439.43
-49805,-132774.55
-1211,-1084.81
30519,84903.49
-72291,-193711.61
-75404,-202147.84
-36399,-96444.29
2150,8023.5
12969,37342.99
48718,134222.78
-56416,-150690.36
46551,128350.21
30942,86049.82
-86439,-232052.69
85522,233961.62
-44480,-118343.8
20661,58188.31
97288,265847.48
-34606,-91585.26
-33366,-88224.86
-4629,-10347.59
78873,215942.83
68311,187319.81
-48680,-129725.8
80582,220574.22
82173,224885.83
-83496,-224077.16
-26830,-70512.3
-17196,-44404.16
95843,261931.53
-23924,-62637.04
16669,47369.99
-9889,-24602.19
-21217,-55301.07
-65488,-175275.48
-76833,-206020.43
-7536,-18225.56
323,3072.33
-68840,-184359.4
-23044,-60252.24
80839,221270.69
4230,13660.3
92533,252961.43
-28346,-74620.66
93385,255270.35
-57233,-152904.43
2685,9473.35
-53871,-143793.41
-24630,-64550.3
64858,177962.18
-67066,-179551.86
-77119,-206795.49
-27721,-72926.91
-61269,-163841.99
81885,224105.35
-67359,-180345.89
67160,184200.6
-63694,-170413.74
93467,255492.57
53688,147691.48
-87794,-235724.74
46737,128854.27
-83406,-223833.26
-76205,-204318.55
-71787,-192345.77
75788,207582.48
-4779,-10754.09
15032,42933.72
47834,131827.14
60897,167227.87
-53695,-143316.45
-2910,-5689.1
17801,50437.71
-16760,-43222.6
26929,75174.59
-74876,-200716.96
59661,163878.31
-16236,-41802.56
-88598,-237903.58
46254,127545.34
56721,155910.91
-32702,-86425.42
70287,192674.77
40625,112290.75
-52382,-139758.22
56888,156363.48
-67115,-179684.65
3530,11763.3
2681,9462.51
-86466,-232125.86
62679,172057.09
-86964,-233475.44
77909,213330.39
-11469,-28883.99
-62860,-168153.6
-45093,-120005.03
90723,248056.33
84329,230728.59
49835,137249.85
97626,266763.46
1813,7110.23
13940,39974.4
-53367,-142427.57
-31442,-83010.82
17119,48589.49
83043,227243.53
26479,73955.09
76389,209211.19
95824,261880.04
53967,148447.57
-71899,-192649.29
94862,259273.02
93095,254484.45
-71671,-192031.41
-25537,-67008.27
-28105,-73967.55
62780,172330.8
83721,229080.91
30720,85448.2
40838,112867.98
54116,148851.36
-59197,-158226.87
6558,19969.18
-89086,-239226.06
-52454,-139953.34
69526,190612.46
34731,96318.01
-20781,-54119.51
-86475,-232150.25
46587,128447.77
-45818,-121969.78
13996,40126.16
21426,60261.46
7933,23695.43
31027,86280.17
21991,61792.61
79581,217861.51
-73947,-198199.37
79826,218525.46
-17194,-44398.74
-65147,-174351.37
-4920,-11136.2
80327,219883.17
38815,107385.65
80899,221433.29
-24210,-63412.1
-98947,-265949.37
80558,220509.18
-60840,-162679.4
-91268,-245139.28
78816,215788.36
64663,177433.73
-81995,-220009.45
50707,139612.97
1504,6272.84
60160,165230.6
-47381,-126205.51
-74087,-198578.77
-37673,-99896.83
84702,231739.42
-26930,-70783.3
-32441,-85718.11
-41007,-108931.97
-30531,-80542.01
-71710,-192137.1
3306,11156.26
86565,236788.15
-11433,-28786.43
-84983,-228106.93
-51778,-138121.38
-44997,-119744.87
-33815,-89441.65
62120,170542.2
-73834,-197893.14
-46603,-124097.13
-62578,-167389.38
-82538,-221480.98
-68399,-183164.29
61094,167761.74
-75618,-202727.78
-93701,-251732.71
-91110,-244711.1
46144,127247.24
89441,244582.11
76066,208335.86
-62846,-168115.66
-66907,-179120.97
-53043,-141549.53
36716,101697.36
45347,125087.37
-39151,-103902.21
76009,208181.39
84361,230815.31
-18500,-47938.0
45460,125393.6
-81486,-218630.06
-22639,-59154.69
66819,183276.49
-40293,-106997.03
90446,247305.66
72375,198333.25
-52009,-138747.39
-12258,-31022.18
-90306,-242532.26
-66131,-177018.01
30160,83930.6
-13863,-35371.73
-93752,-251870.92
-16554,-42664.34
124,2533.04
-97917,-263158.07
62989,172897.19
75081,205666.51
93030,254308.3
-45355,-120715.05
57480,157967.8
-6541,-15529.11
82333,225319.43
71020,194661.2
7959,23765.89
-16115,-41474.65
-99066,-266271.86
-67373,-180383.83
-2014,-3260.94
-77958,-209069.18
-66307,-177494.97
-9176,-22669.96
70602,193528.42
40405,111694.55
73652,201793.92
-34871,-92303.41
-70988,-190180.48
31900,88646.0
-41966,-111530.86
-20461,-53252.31
4144,13427.24
64689,177504.19
82194,224942.74
-92219,-247716.49
56976,156601.96
26228,73274.88
2555,9121.05
-65390,-175009.9
-94188,-253052.48
87366,238958.86
-82667,-221830.57
-34979,-92596.09
57567,158203.57
-4663,-10439.73
88829,242923.59
-65323,-174828.33
5815,17955.65
-51735,-138004.85
-141,1814.89
-37324,-98951.04
16880,47941.8
4237,13679.27
95763,261714.73
-6843,-16347.53
17642,50006.82
96517,263758.07
-85183,-228648.93
-20573,-53555.83
50636,139420.56
-68185,-182584.35
37421,103607.91
-84462,-226695.02
-48919,-130373.49
58562,160900.02
51239,141054.69
-13387,-34081.77
-80353,-215559.63
-35378,-93677.38
-83374,-223746.54
-42706,-113536.26
-67231,-179999.01
39317,108746.07
75013,205482.23
52489,144442.19
-2363,-4206.73
12433,35890.43
-69062,-184961.02
-92545,-248599.95
35722,99003.62
-20689,-53870.19
26536,74109.56
30022,83556.62
48211,132848.81
-19336,-50203.56
-30872,-81466.12
-9367,-23187.57
-55725,-148817.75
-76931,-206286.01
46503,128220.13
93922,256725.62
98694,269657.74
11184,32505.64
70479,193195.09
47410,130678.1
72709,199238.39
26372,73665.12
-15396,-39526.16
53129,146176.59
18176,51453.96
-98351,-264334.21
99560,272004.6
67330,184661.3
2250,8294.5
-39783,-105614.93
-10069,-25089.99
-51663,-137809.73
90608,247744.68
29957,83380.47
61854,169821.34
59788,164222.48
-76292,-204554.32
-40465,-107463.15
13939,39971.69
15875,45218.25
8149,24280.79
46858,129182.18
-32841,-86802.11
34476,95626.96
60028,164872.88
-91864,-246754.44
73393,201092.03
35760,99106.6
63718,174872.78
94807,259123.97
60001,164799.71
94959,259535.89
-37762,-100138.02
-82235,-220659.85
87122,238297.62
-65437,-175137.27
90081,246316.51
40928,113111.88
-55027,-146926.17
12383,35754.93
40171,111060.41
30670,85312.7
-16765,-43236.15
-33231,-87859.01
15294,43643.74
-29737,-78390.27
-89289,-239776.19
51426,141561.46
73603,201661.13
48510,133659.1
68482,187783.22
-34197,-90476.87
92496,252861.16
-51660,-137801.6
-78224,-209790.04
90077,246305.67
-41072,-109108.12
-23486,-61450.06
-47803,-127349.13
28145,78469.95
-81329,-218204.59
29345,81721.95
2186,8121.06
-92846,-249415.66
33562,93150.02
-5188,-11862.48
-26355,-69225.05
70003,191905.13
-11713,-29545.23
89714,245321.94
-11521,-29024.91
85499,233899.29
56686,155816.06
-88749,-238312.79
-99472,-267372.12
48549,133764.79
70141,192279.11
4149,13440.79
-17148,-44274.08
48573,133829.83
73584,201609.64
9418,27719.78
3444,11530.24
24100,67508.0
75763,207514.73
-77464,-207730.44
-16477,-42455.67
-65924,-176457.04
85641,234284.11
-26817,-70477.07
-29132,-76750.72
30855,85814.05
-9486,-23510.06
34035,94431.85
48802,134450.42
55198,151783.58
98061,267942.31
47494,130905.74
14729,42112.59
-74995,-201039.45
-48050,-128018.5
-69490,-186120.9
-33563,-88758.73
20548,57882.08
-51348,-136956.08
87973,240603.83
62926,172726.46
-22955,-60011.05
60892,167214.32
-9435,-23371.85
95140,260026.4
-70596,-189118.16
-3803,-8109.13
-79077,-212101.67
33607,93271.97
19614,55350.94
94560,258454.6
-37172,-98539.12
77557,212376.47
63281,173688.51
99199,271026.29
-77447,-207684.37
-56390,-150619.9
78678,215414.38
-28909,-76146.39
83964,229739.44
7904,23616.84
86410,236368.1
19586,55275.06
1727,6877.17
42704,117924.84
-781,80.49
-6709,-15984.39
-73541,-197099.11
12914,37193.94
24008,67258.68
-72898,-195356.58
-95896,-257681.16
1104,5188.84
58756,161425.76
-68307,-182914.97
-47442,-126370.82
23419,65662.49
-60530,-161839.3
-96862,-260299.02
96494,263695.74
-49196,-131124.16
32088,89155.48
23637,66253.27
-40792,-108349.32
-65676,-175784.96
12504,36082.84
27735,77358.85
38801,107347.71
98628,269478.88
-91815,-246621.65
26355,73619.05
37495,103808.45
-76844,-206050.24
-55795,-149007.45
75427,206604.17
15495,44188.45
31989,88887.19
7687,23028.77
-32700,-86420.0
14435,41315.85
67189,184279.19
29619,82464.49
23105,64811.55
17701,50166.71
70064,192070.44
46346,127794.66
-69534,-186240.14
-2331,-4120.01
15198,43383.58
-61310,-163953.1
-60472,-161682.12
-99692,-267968.32
75184,205945.64
26360,73632.6
23197,65060.87
-4659,-10428.89
-61126,-163454.46
19138,54060.98
37840,104743.4
-95427,-256410.17
-53238,-142077.98
-9737,-24190.27
-75324,-201931.04
88674,242503.54
-76890,-206174.9
-64789,-173381.19
39309,108724.39
-14576,-37303.96
-91262,-245123.02
-95061,-255418.31
49601,136615.71
-23841,-62412.11
-86836,-233128.56
1806,7091.26
-4247,-9312.37
42947,118583.37
-79129,-212242.59
-97806,-262857.26
-78619,-210860.49
10572,30847.12
-96360,-258938.6
44216,122022.36
33621,93309.91
-76693,-205641.03
-49774,-132690.54
60695,166680.45
-68881,-184470.51
79590,217885.9
-78610,-210836.1
-30810,-81298.1
55989,153927.19
10055,29446.05
58000,159377.0
23042,64640.82
60295,165596.45
-88072,-236478.12
-39580,-105064.8
-70367,-188497.57
-78531,-210622.01
-94759,-254599.89
46465,128117.15
-40315,-107056.65
-11502,-28973.42
75319,206311.49
3125,10665.75
41106,113594.26
-59684,-159546.64
-32493,-85859.03
14355,41099.05
-12894,-32745.74
54852,150845.92
167,2649.57
-43261,-115040.31
-57819,-154492.49
-18814,-48788.94
-75890,-203464.9
-8738,-21482.98
34361,95315.31
59368,163084.28
-43415,-115457.65
-70537,-188958.27
74547,204219.37
-61169,-163570.99
38730,107155.3
57000,156667.0
-70501,-188860.71
-81804,-219491.84
7611,22822.81
991,4882.61
78321,214446.91
26942,75209.82
-59620,-159373.2
-21284,-55482.64
17653,50036.63
-10126,-25244.46
75477,206739.67
89473,244668.83
-58287,-155760.77
-39285,-104265.35
-1778,-2621.38
-11656,-29390.76
-90264,-242418.44
-97255,-261364.05
43503,120090.13
14368,41134.28
78059,213736.89
66825,183292.75
-88716,-238223.36
29522,82201.62
-2877,-5599.67
-20382,-53038.22
31293,87001.03
-71590,-191811.9
-89842,-241274.82
-52457,-139961.47
92696,253403.16
-69605,-186432.55
16542,47025.82
-12753,-32363.63
-59115,-158004.65
-1707,-2428.97
71544,196081.24
-86652,-232629.92
-37350,-99021.5
49627,136686.17
17289,49050.19
44412,122553.52
-61088,-163351.48
-4296,-9445.16
82048,224547.08
64624,177328.04
-19351,-50244.21
16088,45795.48
-27352,-71926.92
-28631,-75393.01
38545,106653.95
-53842,-143714.82
27691,77239.61
-60246,-161069.66
80793,221146.03
-76610,-205416.1
-40165,-106650.15
-32624,-86214.04
-95992,-257941.32
35824,99280.04
5900,18186.0
-55977,-149500.67
-18259,-47284.89
-6219,-14656.49
-45702,-121655.42
-21552,-56208.92
8764,25947.44
-37625,-99766.75
87493,239303.03
-14090,-35986.9
-3243,-6591.53
-2638,-4951.98
79972,218921.12
-71664,-192012.44
76031,208241.01
-16135,-41528.85
37120,102792.2
-69086,-185026.06
88306,241506.26
77980,213522.8
-41285,-109685.35
67736,185761.56
54946,151100.66
-50177,-133782.67
63154,173344.34
11252,32689.92
-55234,-147487.14
79503,217650.13
43913,121201.23
14212,40711.52
73435,201205.85
-72674,-194749.54
86382,236292.22
22009,61841.39
-53657,-143213.47
12145,35109.95
-8297,-20287.87
-55121,-147180.91
-87118,-233892.78
-24851,-65149.21
-44732,-119026.72
96312,263202.52
-82475,-221310.25
-36643,-97105.53
6005,18470.55
36410,100868.1
32516,90315.36
-34897,-92373.87
6267,19180.57
32899,91353.29
-27349,-71918.79
21666,60911.86
-58019,-155034.49
9329,27478.59
-60152,-160814.92
-60186,-160907.06
-94652,-254309.92
83092,227376.32
-84312,-226288.52
-91227,-245028.17
-9060,-22355.6
-50970,-135931.7
19106,53974.26
69314,190037.94
-92610,-248776.1
-13930,-35553.3
46680,128699.8
95819,261866.49
68698,188368.58
-43604,-115969.84
-58449,-156199.79
-42176,-112099.96
17523,49684.33
-81796,-219470.16
-69926,-187302.46
-93569,-251374.99
-41560,-110430.6
-16400,-42247.0
-43934,-116864.14
63946,175490.66
-57690,-154142.9
61345,168441.95
-29486,-77710.06
61250,168184.5
-94956,-255133.76
29186,81291.06
74159,203167.89
-22998,-60127.58
38079,105391.09
87166,238416.86
78534,215024.14
78158,214005.18
-29752,-78430.92
6053,18600.63
-18813,-48786.23
99851,272793.21
-71194,-190738.74
8956,26467.76
-63744,-170549.24
92074,251717.54
-47568,-126712.28
15283,43613.93
77637,212593.27
35122,97377.62
-95836,-257518.56
14064,40310.44
27354,76326.34
-49222,-131194.62
75938,207988.98
-68580,-183654.8
-62188,-166332.48
-52710,-140647.1
31488,87529.48
14838,42407.98
53961,148431.31
32646,90667.66
-36839,-97636.69
20023,56459.33
-88733,-238269.43
38366,106168.86
33633,93342.43
84135,230202.85
21284,59876.64
-10136,-25271.56
42200,116559.0
78019,213628.49
80561,220517.31
58970,162005.7
-90357,-242670.47
-17492,-45206.32
-16869,-43517.99
69509,190566.39
-90310,-242543.1
53428,146986.88
-8630,-21190.3
-74882,-200733.22
6872,20820.12
-54605,-145782.55
-88728,-238255.88
70734,193886.14
-99488,-267415.48
-22049,-57555.79
95016,259690.36
-59681,-159538.51
5081,15966.51
48205,132832.55
11166,32456.86
-47930,-127693.3
90189,246609.19
23166,64976.86
73234,200661.14
53568,147366.28
-26005,-68276.55
-79898,-214326.58
-92894,-249545.74
-55392,-147915.32
66608,182704.68
73372,201035.12
46848,129155.08
-56793,-151712.03
-48514,-129275.94
-9964,-24805.44
76355,209119.05
37410,103578.1
25910,72413.1
30484,84808.64
91769,250890.99
89989,246067.19
-8475,-20770.25
92854,253831.34
30041,83608.11
-24743,-64856.53
44734,123426.14
98348,268720.08
-1765,-2586.15
-52549,-140210.79
-87253,-234258.63
-39476,-104782.96
54558,150049.18
79727,218257.17
38999,107884.29
-82667,-221830.57
-82881,-222410.51
14453,41364.63
59314,162937.94
1052,5047.92
72602,198948.42
-75981,-203711.51
39974,110526.54
-34214,-90522.94
-59564,-159221.44
-38088,-101021.48
-43699,-116227.29
34916,96819.36
34233,94968.43
86207,235817.97
22629,63521.59
31102,86483.42
-63361,-169511.31
33639,93358.69
95847,261942.37
-1303,-1334.13
25550,71437.5
21379,60134.09
6809,20649.39
-10129,-25252.59
69098,189452.58
18009,51001.39
30193,84020.03
-63503,-169896.13
49298,135794.58
-32920,-87016.2
-23030,-60214.3
-97528,-262103.88
-7890,-19184.9
-26666,-70067.86
-14708,-37661.68
-55631,-148563.01
73040,200135.4
-11196,-28144.16
-21202,-55260.42
72604,198953.84
64048,175767.08
17074,48467.54
-83477,-224025.67
-48831,-130135.01
-91064,-244586.44
90380,247126.8
-49695,-132476.45
82430,225582.3
-50564,-134831.44
-63858,-170858.18
93950,256801.5
59252,162769.92
-91229,-245033.59
53705,147737.55
-29028,-76468.88
73684,201880.64
60379,165824.09
-46565,-123994.15
22286,62592.06
82418,225549.78
-12569,-31864.99
-69816,-187004.36
-5547,-12835.37
95831,261899.01
10957,31890.47
71322,195479.62
43133,119087.43
-34943,-92498.53
-55490,-148180.9
8645,25624.95
91326,249690.46
-77883,-208865.93
-3210,-6502.1
-340,1275.6
-97911,-263141.81
-57837,-154541.27
4947,15603.37
-3219,-6526.49
91560,250324.6
-38423,-101929.33
23422,65670.62
-15227,-39068.17
85486,233864.06
-57735,-154264.85
8672,25698.12
82660,226205.6
92158,251945.18
62117,170534.07
75662,207241.02
-34035,-90037.85
76725,210121.75
96664,264156.44
-18748,-48610.08
39195,108415.45
-24587,-64433.77
-51913,-138487.23
7100,21438.0
12697,36605.87
-38669,-102595.99
39829,110133.59
-75455,-202286.05
-59871,-160053.41
59378,163111.38
-56320,-150430.2
-9693,-24071.03
83790,229267.9
-22098,-57688.58
49533,136431.43
75224,206054.04
50964,140309.44
66150,181463.5
-20184,-52501.64
-47598,-126793.58
8336,24787.56
-46105,-122747.55
42907,118474.97
-16829,-43409.59
-32878,-86902.38
-19473,-50574.83
-24760,-64902.6
83789,229265.19
-59182,-158186.22
88590,242275.9
76173,208625.83
-49984,-133259.64
-81514,-218705.94
-3,2188.87
-45471,-121029.41
27748,77394.08
65948,180916.08
90653,247866.63
90336,247007.56
73342,200953.82
57925,159173.75
-13469,-34303.99
6888,20863.48
-36397,-96438.87
53082,146049.22
-83394,-223800.74
38004,105187.84
28391,79136.61
85170,233007.7
-82549,-221510.79
5071,15939.41
61607,169151.97
-30763,-81170.73
88311,241519.81
-36199,-95902.29
78810,215772.1
-5548,-12838.08
-28711,-75609.81
-5362,-12334.02
95098,259912.58
-49856,-132912.76
-16857,-43485.47
20162,56836.02
-66513,-178053.23
-3812,-8133.52
73133,200387.43
-95276,-256000.96
-55622,-148538.62
24952,69816.92
-23593,-61740.03
42617,117689.07
95077,259855.67
92766,253592.86
35903,99494.13
68928,188991.88
-38071,-100975.41
-44840,-119319.4
5135,16112.85
99273,271226.83
-44489,-118368.19
-17580,-45444.8
-44442,-118240.82
-32280,-85281.8
80288,219777.48
-82813,-222226.23
99502,271847.42
-34151,-90352.21
-63038,-168635.98
52670,144932.7
-30093,-79355.03
-86334,-231768.14
1227,5522.17
45569,125688.99
-14460,-36989.6
92856,253836.76
97412,266183.52
13593,39034.03
46080,127073.8
-3290,-6718.9
-65702,-175855.42
-16245,-41826.95
91771,250896.41
15143,43234.53
-4450,-9862.5
11545,33483.95
73604,201663.84
-63628,-170234.88
-25412,-66669.52
-52927,-141235.17
-34121,-90270.91
-32931,-87046.01
7510,22549.1
48132,132634.72
-15872,-40816.12
-99045,-266214.95
56436,155138.56
-80719,-216551.49
-2460,-4469.6
89327,244273.17
-11532,-29054.72
-24788,-64978.48
-30656,-80880.76
34110,94635.1
84457,231075.47
43534,120174.14
-60940,-162950.4
44485,122751.35
-73078,-195844.38
78341,214501.11
-70248,-188175.08
50790,139837.9
35803,99223.13
73596,201642.16
45596,125762.16
-68465,-183343.15
8980,26532.8
-48470,-129156.7
5333,16649.43
-84673,-227266.83
95519,261053.49
-76135,-204128.85
49426,136141.46
-52962,-141330.02
21391,60166.61
-47525,-126595.75
52406,144217.26
-58524,-156403.04
-56373,-150573.83
-91270,-245144.7
51178,140889.38
92792,253663.32
-86795,-233017.45
-65131,-174308.01
-22069,-57609.99
-57069,-152459.99
1742,6917.82
-78670,-210998.7
42551,117510.21
35350,97995.5
-57434,-153449.14
-52704,-140630.84
-90871,-244063.41
-4121,-8970.91
-88172,-236749.12
-74249,-199017.79
-46529,-123896.59
44533,122881.43
-14632,-37455.72
24011,67266.81
-47107,-125462.97
-32471,-85799.41
-95855,-257570.05
83913,229601.23
-43760,-116392.6
-8882,-21873.22
51344,141339.24
42243,116675.53
-58694,-156863.74
-31300,-82626.0
-65395,-175023.45
3463,11581.73
-29365,-77382.15
-30381,-80135.51
72943,199872.53
20814,58602.94
88544,242151.24
-81617,-218985.07
-96339,-258881.69
-82398,-221101.58
20912,58868.52
78171,214040.41
-52217,-139311.07
20009,56421.39
79995,218983.45
-62917,-168308.07
78573,215129.83
-71285,-190985.35
88764,242747.44
78825,215812.75
79811,218484.81
-91821,-246637.91
-62367,-166817.57
-79272,-212630.12
4526,14462.46
11753,34047.63
-21710,-56637.1
-80323,-215478.33
57336,157577.56
-85025,-228220.75
24687,69098.77
-85930,-230673.3
96328,263245.88
-81518,-218716.78
42798,118179.58
-26660,-70051.6
-56579,-151132.09
38652,106943.92
86473,236538.83
-36312,-96208.52
-76845,-206052.95
-61259,-163814.89
-36727,-97333.17
-87972,-236207.12
82139,224793.69
36705,101667.55
-50117,-133620.07
-20789,-54141.19
-62473,-167104.83
-10477,-26195.67
-1516,-1911.36
-50049,-133435.79
12571,36264.41
70170,192357.7
5037,15847.27
37963,105076.73
-34143,-90330.53
79666,218091.86
30756,85545.76
56571,155504.41
34210,94906.1
-315,1343.35
23927,67039.17
-97930,-263193.3
-13905,-35485.55
81761,223769.31
36884,102152.64
-36887,-97766.77
-47463,-126427.73
14630,41844.3
57296,157469.16
34381,95369.51
-5011,-11382.81
-81581,-218887.51
-36445,-96568.95
46006,126873.26
87563,239492.73
-51156,-136435.76
-18796,-48740.16
-25936,-68089.56
-9353,-23149.63
54202,149084.42
69846,191479.66
-8478,-20778.38
88229,241297.59
-15788,-40588.48
11472,33286.12
92864,253858.44
31413,87326.23
-46376,-123481.96
-89,1955.81
56591,155558.61
-12841,-32602.11
-2271,-3957.41
95441,260842.11
70061,192062.31
53325,146707.75
-49473,-131874.83
-41927,-111425.17
-83279,-223489.09
-38300,-101596.0
76889,210566.19
73032,200113.72
86356,236221.76
-46875,-124834.25
93871,256587.41
-18079,-46797.09
30286,84272.06
18587,52567.77
7214,21746.94
-80018,-214651.78
-59536,-159145.56
59938,164628.98
76525,209579.75
-97174,-261144.54
62219,170810.49
-89673,-240816.83
-96795,-260117.45
56128,154303.88
-78190,-209697.9
43159,119157.89
55019,151298.49
16329,46448.59
39042,108000.82
-35247,-93322.37
-9937,-24732.27
-8580,-21054.8
12067,34898.57
-70925,-190009.75
49357,135954.47
-11295,-28412.45
-3897,-8363.87
76154,208574.34
-41569,-110454.99
5961,18351.31
-16088,-41401.48
-26133,-68623.43
-51114,-136321.94
-78696,-211069.16
56986,156629.06
-83277,-223483.67
-21177,-55192.67
59462,163339.02
-2281,-3984.51
69008,189208.68
13381,38459.51
94051,257075.21
-31550,-83303.5
20312,57242.52
-5793,-13502.03
94408,258042.68
-82084,-220250.64
74839,205010.69
64301,176452.71
79375,217303.25
37995,105163.45
-77338,-207388.98
-86429,-232025.59
3965,12942.15
21655,60882.05
76652,209923.92
68454,187707.34
-38449,-101999.79
-79215,-212475.65
-57615,-153939.65
-96691,-259835.61
5911,18215.81
79981,218945.51
74914,205213.94
31052,86347.92
-96176,-258439.96
86562,236780.02
17573,49819.83
6424,19606.04
47846,131859.66
-94708,-254461.68
32078,89128.38
73969,202652.99
-88546,-237762.66
-70824,-189736.04
37870,104824.7
85247,233216.37
72398,198395.58
-51722,-137969.62
96597,263974.87
33369,92626.99
-9238,-22837.98
95810,261842.1
93678,256064.38
75495,206788.45
35696,98933.16
86198,235793.58
-75631,-202763.01
-62184,-166321.64
-30378,-80127.38
-68689,-183950.19
-53740,-143438.4
-84778,-227551.38
-86667,-232670.57
49187,135493.77
-27622,-72658.62
-11289,-28396.19
61299,168317.29
15336,43757.56
89852,245695.92
2931,10140.01
54589,150133.19
31321,87076.91
32121,89244.91
32650,90678.5
-22937,-59962.27
12018,34765.78
-60343,-161332.53
25764,72017.44
-62732,-167806.72
-89119,-239315.49
-36358,-96333.18
44630,123144.3
42005,116030.55
96994,265050.74
-82149,-220426.79
-11159,-28043.89
-99228,-266710.88
-85547,-229635.37
11785,34134.35
-10512,-26290.52
20712,58326.52
59265,162805.15
2081,7836.51
18186,51481.06
-6120,-14388.2
72821,199541.91
98368,268774.28
96458,263598.18
